gene_symbol_DLV,gene_symbol_original,gene_name,aeid,aenm,signal_direction,analysis_direction,assay_component_endpoint_desc,gene_direction
LDLR,LDLR,low density lipoprotein receptor,214,BSK_CASM3C_LDLR_up,gain,positive,"Data from the assay component BSK_CASM3C_LDLR was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_LDLR_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain-of-signal activity can be used to understand changes in the signaling as they relate to the gene LDLR. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""misc protein"" intended target family, where the subfamily is ""LDL receptor"".",Activation
CCL2,CCL2,chemokine (C-C motif) ligand 2,215,BSK_CASM3C_MCP1_down,loss,negative,"Data from the assay component BSK_CASM3C_MCP1 was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_MCP1_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene CCL2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""chemotactic factor"".",Activation
CCL2,CCL2,chemokine (C-C motif) ligand 2,216,BSK_CASM3C_MCP1_up,gain,positive,"Data from the assay component BSK_CASM3C_MCP1 was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_MCP1_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain-of-signal activity can be used to understand changes in the signaling as they relate to the gene CCL2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""chemotactic factor"".",Activation
CSF1,CSF1,colony stimulating factor 1 (macrophage),217,BSK_CASM3C_MCSF_down,loss,negative,"Data from the assay component BSK_CASM3C_MCSF was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_MCSF_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene CSF1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""colony stimulating factor"".",Activation
CSF1,CSF1,colony stimulating factor 1 (macrophage),218,BSK_CASM3C_MCSF_up,gain,positive,"Data from the assay component BSK_CASM3C_MCSF was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_MCSF_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain-of-signal activity can be used to understand changes in the signaling as they relate to the gene CSF1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""colony stimulating factor"".",Activation
CXCL9,CXCL9,chemokine (C-X-C motif) ligand 9,219,BSK_CASM3C_MIG_down,loss,negative,"Data from the assay component BSK_CASM3C_MIG was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_MIG_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene CXCL9. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""chemotactic factor"".",Activation
CXCL9,CXCL9,chemokine (C-X-C motif) ligand 9,220,BSK_CASM3C_MIG_up,gain,positive,"Data from the assay component BSK_CASM3C_MIG was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_MIG_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain-of-signal activity can be used to understand changes in the signaling as they relate to the gene CXCL9. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cytokine"" intended target family, where the subfamily is ""chemotactic factor"".",Activation
SAA1,SAA1,serum amyloid A1,223,BSK_CASM3C_SAA_down,loss,negative,"Data from the assay component BSK_CASM3C_SAA was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_SAA_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene SAA1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cell adhesion molecules"" intended target family, where the subfamily is ""apolipoproteins"".",Activation
SAA1,SAA1,serum amyloid A1,224,BSK_CASM3C_SAA_up,gain,positive,"Data from the assay component BSK_CASM3C_SAA was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_SAA_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, gain-of-signal activity can be used to understand changes in the signaling as they relate to the gene SAA1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""cell adhesion molecules"" intended target family, where the subfamily is ""apolipoproteins"".",Activation
THBD,THBD,thrombomodulin,227,BSK_CASM3C_Thrombomodulin_down,loss,negative,"Data from the assay component BSK_CASM3C_Thrombomodulin was analyzed into 2 assay endpoints. This assay endpoint, BSK_CASM3C_Thrombomodulin_down, was analyzed in the negative fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the signaling as they relate to the gene THBD. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a signaling function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Activation
